event_id,timestamp,datetime,tier,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_transferred,raw_payload,attack_type,kill_chain_stage,campaign_id,is_attack
EVT_0000013,1785553410.0,2026-08-01T08:03:30,Tier1_Firewall,198.51.100.172,10.0.1.16,40014,53,TCP,DENY,1044.0,Jan 21 00:01:16 dnsmasq[3468]: query[A] 3x6-.600-.SLF3QepJq/D/pMU6Vg9MKwD9r0zC/43B1l-.IY/CvSbrTG312iNJc2xoLr2N1KU8azrvbk-.7T9h8GZyCkStPzpQCplm9XQ4DlHMXuAZNp-.hPZdUchF4bjQXN3Kv1sqmpO5cvOSbqE3n7-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000014,1785553425.0,2026-08-01T08:03:45,Tier1_Firewall,198.51.100.172,10.0.1.16,40015,53,TCP,DENY,1052.0,Jan 21 00:01:16 dnsmasq[3468]: forwarded 3x6-.600-.SLF3QepJq/D/pMU6Vg9MKwD9r0zC/43B1l-.IY/CvSbrTG312iNJc2xoLr2N1KU8azrvbk-.7T9h8GZyCkStPzpQCplm9XQ4DlHMXuAZNp-.hPZdUchF4bjQXN3Kv1sqmpO5cvOSbqE3n7-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000015,1785553440.0,2026-08-01T08:04:00,Tier1_Firewall,198.51.100.172,10.0.1.16,40016,53,TCP,DENY,1036.0,Jan 21 00:01:16 dnsmasq[3468]: reply 3x6-.600-.SLF3QepJq/D/pMU6Vg9MKwD9r0zC/43B1l-.IY/CvSbrTG312iNJc2xoLr2N1KU8azrvbk-.7T9h8GZyCkStPzpQCplm9XQ4DlHMXuAZNp-.hPZdUchF4bjQXN3Kv1sqmpO5cvOSbqE3n7-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000016,1785553455.0,2026-08-01T08:04:15,Tier1_Firewall,198.51.100.172,10.0.1.16,40017,53,TCP,DENY,1044.0,Jan 21 00:01:31 dnsmasq[3468]: query[A] 3x6-.601-.TtfFB8j218UXwO8pVc68oxPnxxXW/9Otff-.Sipro*dGQOOMDr0IY1r2WRpfKdpesdSo9G-.i0rOSwEM5h8DYTFzpxaiOTWPKRKJaPZ4Yt-.ynQPRqKPCFFdlw6fN6NAz3VT516DMTVkCG-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000017,1785553470.0,2026-08-01T08:04:30,Tier1_Firewall,198.51.100.172,10.0.1.16,40018,53,TCP,DENY,1052.0,Jan 21 00:01:31 dnsmasq[3468]: forwarded 3x6-.601-.TtfFB8j218UXwO8pVc68oxPnxxXW/9Otff-.Sipro*dGQOOMDr0IY1r2WRpfKdpesdSo9G-.i0rOSwEM5h8DYTFzpxaiOTWPKRKJaPZ4Yt-.ynQPRqKPCFFdlw6fN6NAz3VT516DMTVkCG-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000018,1785553485.0,2026-08-01T08:04:45,Tier1_Firewall,198.51.100.172,10.0.1.16,40019,53,TCP,DENY,1036.0,Jan 21 00:01:31 dnsmasq[3468]: reply 3x6-.601-.TtfFB8j218UXwO8pVc68oxPnxxXW/9Otff-.Sipro*dGQOOMDr0IY1r2WRpfKdpesdSo9G-.i0rOSwEM5h8DYTFzpxaiOTWPKRKJaPZ4Yt-.ynQPRqKPCFFdlw6fN6NAz3VT516DMTVkCG-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000019,1785553500.0,2026-08-01T08:05:00,Tier1_Firewall,198.51.100.172,10.0.1.16,40020,53,TCP,DENY,1044.0,Jan 21 00:01:44 dnsmasq[3468]: query[A] 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000020,1785553515.0,2026-08-01T08:05:15,Tier1_Firewall,198.51.100.172,10.0.1.16,40021,53,TCP,DENY,1052.0,Jan 21 00:01:44 dnsmasq[3468]: forwarded 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000021,1785553530.0,2026-08-01T08:05:30,Tier1_Firewall,198.51.100.172,10.0.1.16,40022,53,TCP,DENY,1036.0,Jan 21 00:01:44 dnsmasq[3468]: reply 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000022,1785553545.0,2026-08-01T08:05:45,Tier1_Firewall,198.51.100.172,10.0.1.16,40023,53,TCP,DENY,1044.0,Jan 21 00:02:03 dnsmasq[3468]: query[A] 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000023,1785553560.0,2026-08-01T08:06:00,Tier1_Firewall,198.51.100.172,10.0.1.16,40024,53,TCP,DENY,1052.0,Jan 21 00:02:03 dnsmasq[3468]: forwarded 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000024,1785553575.0,2026-08-01T08:06:15,Tier1_Firewall,198.51.100.172,10.0.1.16,40025,53,TCP,DENY,1036.0,Jan 21 00:02:03 dnsmasq[3468]: reply 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000025,1785553590.0,2026-08-01T08:06:30,Tier1_Firewall,198.51.100.172,10.0.1.16,40026,53,TCP,DENY,1044.0,Jan 21 00:02:18 dnsmasq[3468]: query[A] 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000026,1785553605.0,2026-08-01T08:06:45,Tier1_Firewall,198.51.100.172,10.0.1.16,40027,53,TCP,DENY,1052.0,Jan 21 00:02:18 dnsmasq[3468]: forwarded 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000027,1785553620.0,2026-08-01T08:07:00,Tier1_Firewall,198.51.100.172,10.0.1.16,40028,53,TCP,DENY,1036.0,Jan 21 00:02:18 dnsmasq[3468]: reply 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000028,1785553635.0,2026-08-01T08:07:15,Tier1_Firewall,198.51.100.172,10.0.1.16,40029,53,TCP,DENY,1044.0,Jan 21 00:02:37 dnsmasq[3468]: query[A] 3x6-.605-.I5wpIoOwcJvXFyqUQECotn*H2X1cgVdSg*-.rGa/gDUNKlE1YgDqgzSDYD99YB3Kwao2TT-.418*s6hMxfpu5f/WB*MiGQSI0yn6OBaheK-.92*NH6yIYs8OSH6fStKf9aImO*tyMaljMW-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000029,1785553650.0,2026-08-01T08:07:30,Tier1_Firewall,198.51.100.172,10.0.1.16,40030,53,TCP,DENY,1052.0,Jan 21 00:02:37 dnsmasq[3468]: forwarded 3x6-.605-.I5wpIoOwcJvXFyqUQECotn*H2X1cgVdSg*-.rGa/gDUNKlE1YgDqgzSDYD99YB3Kwao2TT-.418*s6hMxfpu5f/WB*MiGQSI0yn6OBaheK-.92*NH6yIYs8OSH6fStKf9aImO*tyMaljMW-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000030,1785553665.0,2026-08-01T08:07:45,Tier1_Firewall,198.51.100.172,10.0.1.16,40031,53,TCP,DENY,1036.0,Jan 21 00:02:37 dnsmasq[3468]: reply 3x6-.605-.I5wpIoOwcJvXFyqUQECotn*H2X1cgVdSg*-.rGa/gDUNKlE1YgDqgzSDYD99YB3Kwao2TT-.418*s6hMxfpu5f/WB*MiGQSI0yn6OBaheK-.92*NH6yIYs8OSH6fStKf9aImO*tyMaljMW-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,dnsteal,1,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000031,1785553680.0,2026-08-01T08:08:00,Tier3_Endpoint,198.51.100.172,10.0.1.11,40032,22,PROCESS,EXECUTE,760.0,"type=SERVICE_START msg=audit(1643032239.298:807): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=put comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",dnsteal,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000032,1785553695.0,2026-08-01T08:08:15,Tier3_Endpoint,198.51.100.172,10.0.1.11,40033,22,PROCESS,EXECUTE,756.0,"type=SERVICE_STOP msg=audit(1643032239.298:808): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=put comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",dnsteal,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000033,1785553710.0,2026-08-01T08:08:30,Tier3_Endpoint,198.51.100.172,10.0.1.41,40034,22,PROCESS,EXECUTE,312.0,Jan 24 04:37:40 intranet-server su[27950]: Successful su for jhall by www-data,attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000034,1785553725.0,2026-08-01T08:08:45,Tier3_Endpoint,198.51.100.172,10.0.1.41,40035,22,PROCESS,EXECUTE,280.0,Jan 24 04:37:40 intranet-server su[27950]: + /dev/pts/1 www-data:jhall,attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000035,1785553740.0,2026-08-01T08:09:00,Tier3_Endpoint,198.51.100.172,10.0.1.41,40036,22,PROCESS,EXECUTE,424.0,Jan 24 04:37:40 intranet-server su[27950]: pam_unix(su:session): session opened for user jhall by (uid=33),attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000036,1785553755.0,2026-08-01T08:09:15,Tier3_Endpoint,198.51.100.172,10.0.1.41,40037,22,PROCESS,EXECUTE,328.0,Jan 24 04:37:40 intranet-server systemd-logind[957]: New session c1 of user jhall.,attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000037,1785553770.0,2026-08-01T08:09:30,Tier3_Endpoint,198.51.100.172,10.0.1.41,40038,22,PROCESS,EXECUTE,648.0,Jan 24 04:37:58 intranet-server sudo:    jhall : TTY=pts/1 ; PWD=/var/www/intranet.smith.russellmitchell.com/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000038,1785553785.0,2026-08-01T08:09:45,Tier3_Endpoint,198.51.100.172,10.0.1.41,40039,22,PROCESS,EXECUTE,712.0,Jan 24 04:38:06 intranet-server sudo:    jhall : TTY=pts/1 ; PWD=/var/www/intranet.smith.russellmitchell.com/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000039,1785553800.0,2026-08-01T08:10:00,Tier3_Endpoint,198.51.100.172,10.0.1.41,40040,22,PROCESS,EXECUTE,404.0,Jan 24 04:38:06 intranet-server sudo: pam_unix(sudo:session): session opened for user root by (uid=0),escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000040,1785553815.0,2026-08-01T08:10:15,Tier3_Endpoint,198.51.100.172,10.0.1.41,40041,22,PROCESS,EXECUTE,360.0,Jan 24 04:38:06 intranet-server sudo: pam_unix(sudo:session): session closed for user root,escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000041,1785553830.0,2026-08-01T08:10:30,Tier3_Endpoint,198.51.100.172,10.0.1.41,40042,22,PROCESS,EXECUTE,796.0,"type=USER_AUTH msg=audit(1642999060.603:2226): pid=27950 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""jhall"" exe=""/bin/su"" hostname=? addr=? terminal=/dev/pts/1 res=success'",attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000042,1785553845.0,2026-08-01T08:10:45,Tier3_Endpoint,198.51.100.172,10.0.1.41,40043,22,PROCESS,EXECUTE,780.0,"type=USER_ACCT msg=audit(1642999060.603:2227): pid=27950 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""jhall"" exe=""/bin/su"" hostname=? addr=? terminal=/dev/pts/1 res=success'",attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000043,1785553860.0,2026-08-01T08:11:00,Tier3_Endpoint,198.51.100.172,10.0.1.41,40044,22,PROCESS,EXECUTE,764.0,"type=CRED_ACQ msg=audit(1642999060.615:2228): pid=27950 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""jhall"" exe=""/bin/su"" hostname=? addr=? terminal=/dev/pts/1 res=success'",attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000044,1785553875.0,2026-08-01T08:11:15,Tier3_Endpoint,198.51.100.172,10.0.1.41,40045,22,PROCESS,EXECUTE,792.0,"type=USER_START msg=audit(1642999060.627:2229): pid=27950 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=""jhall"" exe=""/bin/su"" hostname=? addr=? terminal=/dev/pts/1 res=success'",attacker_change_user,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000045,1785553890.0,2026-08-01T08:11:30,Tier3_Endpoint,198.51.100.172,10.0.1.41,40046,22,PROCESS,EXECUTE,960.0,"type=USER_CMD msg=audit(1642999086.239:2230): pid=27966 uid=1002 auid=4294967295 ses=4294967295 msg='cwd=""/var/www/intranet.smith.russellmitchell.com/wp-content/uploads/2022/01"" cmd=636174202F6574632F736861646F77 terminal=pts/1 res=success'",escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000046,1785553905.0,2026-08-01T08:11:45,Tier3_Endpoint,198.51.100.172,10.0.1.41,40047,22,PROCESS,EXECUTE,784.0,"type=CRED_REFR msg=audit(1642999086.239:2231): pid=27966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000047,1785553920.0,2026-08-01T08:12:00,Tier3_Endpoint,198.51.100.172,10.0.1.41,40048,22,PROCESS,EXECUTE,808.0,"type=USER_START msg=audit(1642999086.243:2232): pid=27966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000048,1785553935.0,2026-08-01T08:12:15,Tier3_Endpoint,198.51.100.172,10.0.1.41,40049,22,PROCESS,EXECUTE,804.0,"type=USER_END msg=audit(1642999086.247:2233): pid=27966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000049,1785553950.0,2026-08-01T08:12:30,Tier3_Endpoint,198.51.100.172,10.0.1.41,40050,22,PROCESS,EXECUTE,784.0,"type=CRED_DISP msg=audit(1642999086.247:2234): pid=27966 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",escalated_command,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000050,1785553965.0,2026-08-01T08:12:45,Tier3_Endpoint,198.51.100.172,10.0.1.10,40051,22,PROCESS,EXECUTE,3692.0,"{""agent"":{""hostname"":""intranet-server"",""name"":""intranet-server"",""id"":""d8e6f857-ec88-4cf5-bc5e-7b72a6fd1e33"",""ephemeral_id"":""c6b20ae2-38c0-4ada-8be2-2d607fddf7e9"",""version"":""7.13.2"",""type"":""metricbeat""},""service"":{""type"":""system""},""event"":{""module"":""system"",""dataset"":""system.cpu"",""duration"":799369},""",escalate,3,CAMPAIGN_RUSSELLMITCHELL,1
EVT_0000051,1785553980.0,2026-08-01T08:13:00,Tier3_Endpoint,198.51.100.172,10.0.1.10,40052,22,PROCESS,EXECUTE,3544.0,"{""service"":{""type"":""system""},""agent"":{""hostname"":""intranet-server"",""name"":""intranet-server"",""id"":""d8e6f857-ec88-4cf5-bc5e-7b72a6fd1e33"",""ephemeral_id"":""c6b20ae2-38c0-4ada-8be2-2d607fddf7e9"",""version"":""7.13.2"",""type"":""metricbeat""},""event"":{""module"":""system"",""dataset"":""system.cpu"",""duration"":245697},""",escalate,3,CAMPAIGN_RUSSELLMITCHELL,1
